title,image,price,availability,categories,tags,description
Yungoos,https://scrapeme.live/wp-content/uploads/2018/08/734.png,159.00,180,"Loitering, Pokemon","Loitering, Strong Jaw, yungoos","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot."
Gumshoos,https://scrapeme.live/wp-content/uploads/2018/08/735.png,123.00,125,"Pokemon, Stakeout","gumshoos, Stakeout, Strong Jaw","It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience."
Grubbin,https://scrapeme.live/wp-content/uploads/2018/08/736.png,77.00,47,"Larva, Pokemon","grubbin, Larva, Swarm",They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.
Charjabug,https://scrapeme.live/wp-content/uploads/2018/08/737.png,76.00,21,"Battery, Pokemon","Battery, charjabug","From the food it digests, it generates electricity, and it stores this energy in its electric sac."
Vikavolt,https://scrapeme.live/wp-content/uploads/2018/08/738.png,88.00,62,"Pokemon, Stag Beetle","Levitate, Stag Beetle, vikavolt",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.
Crabrawler,https://scrapeme.live/wp-content/uploads/2018/08/739.png,181.00,212,"Boxing, Pokemon","Boxing, crabrawler, Hyper Cutter","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
Crabominable,https://scrapeme.live/wp-content/uploads/2018/08/740.png,65.00,188,"Pokemon, Woolly Crab","crabominable, Hyper Cutter, Woolly Crab","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets."
Cutiefly,https://scrapeme.live/wp-content/uploads/2018/08/742.png,118.00,23,"Bee Fly, Pokemon","Bee Fly, cutiefly, Shield Dust",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.
Ribombee,https://scrapeme.live/wp-content/uploads/2018/08/743.png,100.00,233,"Bee Fly, Pokemon","Bee Fly, ribombee, Shield Dust",Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.
Rockruff,https://scrapeme.live/wp-content/uploads/2018/08/744.png,149.00,296,"Pokemon, Puppy","Keen Eye, Puppy, rockruff",This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.
Mareanie,https://scrapeme.live/wp-content/uploads/2018/08/747.png,47.00,99,"Brutal Star, Pokemon","Brutal Star, Limber, mareanie",It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.
Toxapex,https://scrapeme.live/wp-content/uploads/2018/08/748.png,91.00,37,"Brutal Star, Pokemon","Brutal Star, Limber, toxapex","Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects."
Mudbray,https://scrapeme.live/wp-content/uploads/2018/08/749.png,96.00,117,"Donkey, Pokemon","Donkey, mudbray, Own Tempo","It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine."
Mudsdale,https://scrapeme.live/wp-content/uploads/2018/08/750.png,111.00,136,"Draft Horse, Pokemon","Draft Horse, mudsdale, Own Tempo","Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat."
Dewpider,https://scrapeme.live/wp-content/uploads/2018/08/751.png,84.00,23,"Pokemon, Water Bubble","dewpider, Water Bubble","When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them."
Araquanid,https://scrapeme.live/wp-content/uploads/2018/08/752.png,48.00,281,"Pokemon, Water Bubble","araquanid, Water Bubble","Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble."
Fomantis,https://scrapeme.live/wp-content/uploads/2018/08/753.png,104.00,209,"Pokemon, Sickle Grass","fomantis, Leaf Guard, Sickle Grass",They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.
Lurantis,https://scrapeme.live/wp-content/uploads/2018/08/754.png,159.00,269,"Bloom Sickle, Pokemon","Bloom Sickle, Leaf Guard, lurantis",It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.
Morelull,https://scrapeme.live/wp-content/uploads/2018/08/755.png,87.00,71,"Illuminating, Pokemon","Effect Spore, Illuminating, morelull","As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree."
Shiinotic,https://scrapeme.live/wp-content/uploads/2018/08/756.png,75.00,123,"Illuminating, Pokemon","Effect Spore, Illuminating, shiinotic","It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy."
Salandit,https://scrapeme.live/wp-content/uploads/2018/08/757.png,158.00,54,"Pokemon, Toxic Lizard","Corrosion, salandit, Toxic Lizard","Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them."
Salazzle,https://scrapeme.live/wp-content/uploads/2018/08/758.png,166.00,142,"Pokemon, Toxic Lizard","Corrosion, salazzle, Toxic Lizard","Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes."
Stufful,https://scrapeme.live/wp-content/uploads/2018/08/759.png,70.00,69,"Flailing, Pokemon","Flailing, Klutz, stufful",A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.
Bewear,https://scrapeme.live/wp-content/uploads/2018/08/760.png,117.00,96,"Pokemon, Strong Arm","bewear, Klutz, Strong Arm",This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
Bounsweet,https://scrapeme.live/wp-content/uploads/2018/08/761.png,193.00,76,"Fruit, Pokemon","bounsweet, fruit, Oblivious","Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness."
Steenee,https://scrapeme.live/wp-content/uploads/2018/08/762.png,27.00,30,"Fruit, Pokemon","fruit, Oblivious, steenee",This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.
Tsareena,https://scrapeme.live/wp-content/uploads/2018/08/763.png,186.00,96,"Fruit, Pokemon","fruit, Leaf Guard, tsareena","A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons."
Comfey,https://scrapeme.live/wp-content/uploads/2018/08/764.png,28.00,266,"Pokemon, Posy Picker","comfey, Flower Veil, Posy Picker","Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people."
Oranguru,https://scrapeme.live/wp-content/uploads/2018/08/765.png,139.00,241,"Pokemon, Sage","Inner Focus, oranguru, Sage","Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking."
Passimian,https://scrapeme.live/wp-content/uploads/2018/08/766.png,182.00,144,"Pokemon, Teamwork","passimian, Receiver, Teamwork","They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation."
Wimpod,https://scrapeme.live/wp-content/uploads/2018/08/767.png,137.00,87,"Pokemon, Turn Tail","Turn Tail, Wimp Out, wimpod","Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten."
Golisopod,https://scrapeme.live/wp-content/uploads/2018/08/768.png,32.00,10,"Hard Scale, Pokemon","Emergency Exit, golisopod, Hard Scale","It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea."
Sandygast,https://scrapeme.live/wp-content/uploads/2018/08/769.png,131.00,276,"Pokemon, Sand Heap","Sand Heap, sandygast, Water Compaction",It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
Palossand,https://scrapeme.live/wp-content/uploads/2018/08/770.png,187.00,19,"Pokemon, Sand Castle","palossand, Sand Castle, Water Compaction",Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.
Pyukumuku,https://scrapeme.live/wp-content/uploads/2018/08/771.png,97.00,191,"Pokemon, Sea Cucumber","Innards Out, pyukumuku, Sea Cucumber",These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!
Silvally,https://scrapeme.live/wp-content/uploads/2018/08/773.png,133.00,64,"Pokemon, Synthetic","RKS System, silvally, Synthetic","Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known."
Komala,https://scrapeme.live/wp-content/uploads/2018/08/775.png,65.00,231,"Drowsing, Pokemon","Comatose, Drowsing, komala",The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.
Turtonator,https://scrapeme.live/wp-content/uploads/2018/08/776.png,117.00,16,"Blast Turtle, Pokemon","Blast Turtle, Shell Armor, turtonator",It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
Togedemaru,https://scrapeme.live/wp-content/uploads/2018/08/777.png,45.00,78,"Pokemon, Roly-Poly","Lightning Rod, Roly-Poly, togedemaru",The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.
Drampa,https://scrapeme.live/wp-content/uploads/2018/08/780.png,133.00,245,"Placid, Pokemon","drampa, placid, Sap Sipper",This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.
Jangmo-o,https://scrapeme.live/wp-content/uploads/2018/08/782.png,107.00,140,"Pokemon, Scaly","jangmo-o, Scaly, Soundproof",They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.
Hakamo-o,https://scrapeme.live/wp-content/uploads/2018/08/783.png,57.00,288,"Pokemon, Scaly","hakamo-o, Scaly, Soundproof",It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.
Kommo-o,https://scrapeme.live/wp-content/uploads/2018/08/784.png,170.00,121,"Pokemon, Scaly","kommo-o, Scaly, Soundproof","Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities."
Tapu-koko,https://scrapeme.live/wp-content/uploads/2018/08/785.png,159.00,215,"Land Spirit, Pokemon","Electric Surge, Land Spirit, tapu-koko",It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.
Tapu-lele,https://scrapeme.live/wp-content/uploads/2018/08/786.png,62.00,71,"Land Spirit, Pokemon","Land Spirit, Psychic Surge, tapu-lele","As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot."
Tapu-bulu,https://scrapeme.live/wp-content/uploads/2018/08/787.png,165.00,175,"Land Spirit, Pokemon","Grassy Surge, Land Spirit, tapu-bulu",The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.
Tapu-fini,https://scrapeme.live/wp-content/uploads/2018/08/788.png,123.00,206,"Land Spirit, Pokemon","Land Spirit, Misty Surge, tapu-fini","The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness."
Solgaleo,https://scrapeme.live/wp-content/uploads/2018/08/791.png,125.00,260,"Pokemon, Sunne","Full Metal Body, solgaleo, Sunne","This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world."
Lunala,https://scrapeme.live/wp-content/uploads/2018/08/792.png,58.00,195,"Moone, Pokemon","lunala, Moone, Shadow Shield","Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day."
Nihilego,https://scrapeme.live/wp-content/uploads/2018/08/793.png,67.00,180,"Parasite, Pokemon","Beast Boost, nihilego, Parasite","One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl."
Buzzwole,https://scrapeme.live/wp-content/uploads/2018/08/794.png,172.00,43,"Pokemon, Swollen","Beast Boost, buzzwole, Swollen",A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.
Pheromosa,https://scrapeme.live/wp-content/uploads/2018/08/795.png,62.00,254,"Lissome, Pokemon","Beast Boost, Lissome, pheromosa","One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world."
Xurkitree,https://scrapeme.live/wp-content/uploads/2018/08/796.png,174.00,120,"Glowing, Pokemon","Beast Boost, Glowing, xurkitree","It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity."
